Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,Activity,CpuSpikes,MemLeaks,EventStorms
01:09:16,1.5,24.3,80,0,0,Startup,0,0,0
01:09:17,2.7,25.2,98,0,685,Startup,0,0,0
01:09:18,3.0,12.2,100,0,0,Startup,0,0,0
01:09:19,4.1,20.3,107,0,0,Startup,0,0,0
01:09:20,5.0,18.4,109,0,0,Startup,0,0,0
01:09:21,6.0,34.2,151,0,0,Startup,0,0,0
01:09:22,7.0,48.9,170,0,0,Startup,0,0,0
01:09:23,8.2,38.6,183,0,0,Startup,0,0,0
01:09:24,9.0,31.8,185,0,0,Startup,0,0,0
01:09:25,10.0,46.6,191,0,0,Startup,0,0,0
01:09:26,11.0,40.5,200,0,0,Startup,0,0,0
01:09:27,12.0,58.2,204,0,0,Startup,0,0,0
01:09:29,14.2,43.4,211,0,1152,Startup,0,0,0
01:09:29,14.8,39.5,213,0,0,Startup,0,0,0
01:09:30,15.2,55.2,218,0,0,Startup,0,0,0
01:09:31,16.3,42.0,230,0,0,Startup,0,0,0
01:09:32,17.2,36.7,230,0,0,Startup,0,0,0
01:09:33,18.1,36.3,230,0,0,Startup,0,0,0
01:09:34,19.0,36.6,231,0,0,Startup,0,0,0
01:09:35,20.2,22.7,231,0,0,Startup,0,0,0
01:09:36,21.2,43.9,232,0,0,Startup,0,0,0
01:09:37,22.1,31.4,232,0,0,Startup,0,0,0
01:09:38,23.0,53.8,232,0,0,Startup,0,0,0
01:09:39,24.0,68.1,234,0,0,Startup,0,0,0
01:09:40,25.1,68.5,233,0,0,Startup,0,0,0
01:09:41,26.1,48.6,233,0,0,Startup,0,0,0
01:09:42,27.2,34.0,238,0,0,Startup,0,0,0
01:09:43,28.0,53.8,241,0,0,Startup,0,0,0
01:09:44,29.1,46.2,249,0,0,Startup,0,0,0
01:09:45,30.1,49.8,251,0,0,Startup,0,0,0
01:09:46,31.3,61.3,255,0,0,Startup,0,0,0
01:09:47,32.1,60.9,255,0,0,Startup,0,0,0
01:09:49,33.8,71.3,269,0,0,Startup,0,0,0
01:09:49,34.2,39.4,270,0,0,Startup,0,0,0
01:09:50,35.2,54.5,271,0,0,Startup,0,0,0
01:09:51,36.4,51.8,282,0,0,Startup,0,0,0
01:09:52,37.0,80.0,282,0,0,Startup,0,0,0
01:09:53,38.1,57.8,285,0,0,Startup,0,0,0
01:09:54,39.5,38.2,288,0,242,Startup,0,0,0
01:09:55,40.1,82.8,299,0,0,Startup,0,0,0
01:09:56,41.2,64.8,310,0,0,Startup,0,0,0
01:09:57,42.3,49.7,318,0,0,Startup,0,0,0
01:09:58,43.2,62.3,325,0,0,Startup,0,0,0
01:09:59,44.5,48.0,338,0,0,Startup,0,0,0
01:10:00,45.2,68.3,346,0,0,Startup,0,0,0
