Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,Activity,CpuSpikes,MemLeaks,EventStorms
01:41:06,1.0,37.5,98,0,0,Startup,0,0,0
01:41:08,2.6,42.3,168,0,576,Startup,0,0,0
01:41:08,3.5,42.8,184,0,0,Startup,0,0,0
01:41:09,4.0,43.8,194,0,0,Startup,0,0,0
01:41:10,5.5,65.4,220,0,428,Startup,0,0,0
01:41:11,6.0,70.7,221,0,0,Startup,0,0,0
01:41:12,7.0,69.1,235,0,0,Startup,0,0,0
01:41:13,8.0,61.1,258,0,0,Startup,0,0,0
01:41:14,9.0,83.9,262,0,0,Startup,0,0,0
01:41:15,10.0,72.3,267,0,0,Startup,0,0,0
01:41:16,11.0,71.7,268,0,0,Startup,0,0,0
01:41:17,12.3,62.1,269,0,298,Startup,0,0,0
01:41:18,13.1,49.1,269,0,0,Startup,0,0,0
01:41:19,14.0,88.9,277,0,0,Startup,0,0,0
01:41:20,15.0,66.8,292,0,0,Startup,0,0,0
01:41:21,16.0,77.4,293,0,0,Startup,0,0,0
01:41:22,17.0,66.1,293,0,0,Startup,0,0,0
01:41:23,18.0,65.2,297,0,0,Startup,0,0,0
01:41:24,19.0,90.2,297,0,0,Startup,0,0,0
01:41:25,20.0,86.8,299,0,0,Startup,0,0,0
01:41:26,21.0,72.9,300,0,0,Startup,0,0,0
01:41:27,22.0,65.8,301,0,0,Startup,0,0,0
01:41:28,23.0,68.0,309,0,0,Startup,0,0,0
01:41:29,24.0,65.4,309,0,0,Startup,0,0,0
01:41:30,25.0,61.0,308,0,0,Startup,0,0,0
01:41:31,26.0,51.3,308,0,0,Startup,0,0,0
01:41:32,27.0,46.4,308,0,0,Startup,0,0,0
01:41:33,28.0,57.4,310,0,0,Startup,0,0,0
01:41:34,29.0,54.4,322,0,0,Startup,0,0,0
01:41:35,30.0,43.3,322,0,0,Startup,0,0,0
01:41:36,31.0,38.8,322,0,0,Startup,0,0,0
01:41:37,32.0,44.5,323,0,0,Startup,0,0,0
01:41:38,33.0,57.3,323,0,0,Startup,0,0,0
01:41:39,34.0,58.4,324,0,0,Startup,0,0,0
01:41:40,35.0,70.8,321,0,0,Startup,0,0,0
01:41:41,36.0,57.8,322,0,0,Startup,0,0,0
01:41:42,37.0,45.4,336,0,0,Startup,0,0,0
01:41:43,38.0,70.5,350,0,0,Startup,0,0,0
01:41:44,39.0,73.3,363,0,0,Startup,0,0,0
01:41:45,40.0,76.8,381,0,0,Startup,0,0,0
01:41:46,41.0,82.6,384,0,0,Startup,0,0,0
01:41:47,42.2,50.4,398,0,0,Startup,0,0,0
01:41:48,43.1,63.9,400,0,0,Startup,0,0,0
01:41:49,44.0,45.0,400,0,0,Startup,0,0,0
01:41:50,45.0,56.3,409,0,0,Startup,0,0,0
01:41:51,46.0,78.9,409,0,0,Startup,0,0,0
01:41:52,47.0,64.7,409,0,0,Startup,0,0,0
01:41:53,48.0,61.8,409,0,0,Startup,0,0,0
01:41:54,49.0,47.1,409,0,0,Startup,0,0,0
01:41:55,50.0,56.6,409,0,0,Startup,0,0,0
01:41:56,51.0,51.9,409,0,0,Startup,0,0,0
01:41:57,52.0,66.6,417,0,0,Startup,0,0,0
01:41:58,53.0,33.6,417,0,0,Startup,0,0,0
01:41:59,54.2,49.4,417,0,216,Startup,0,0,0
01:42:01,55.5,60.8,414,0,298,Startup,0,0,0
01:42:01,56.1,85.1,417,0,0,Startup,0,0,0
01:42:02,57.0,58.4,417,0,0,Startup,0,0,0
01:42:03,58.0,54.6,429,0,0,Startup,0,0,0
01:42:04,59.0,52.9,429,0,0,Startup,0,0,0
01:42:05,60.0,46.3,429,0,0,Startup,0,0,0
01:42:06,61.0,45.7,429,0,0,Startup,0,0,0
01:42:07,62.1,64.3,437,0,0,Startup,0,0,0
01:42:08,63.1,85.8,437,0,0,Startup,0,0,0
01:42:09,64.0,61.6,437,0,0,Startup,0,0,0
01:42:10,65.0,56.1,437,0,0,Startup,0,0,0
01:42:11,66.0,37.7,437,0,0,Startup,0,0,0
01:42:12,67.0,48.0,437,0,0,Startup,0,0,0
01:42:13,68.0,47.3,437,0,0,Startup,0,0,0
01:42:14,69.0,56.6,437,0,0,Startup,0,0,0
01:42:15,70.0,65.2,437,0,0,Startup,0,0,0
01:42:16,71.0,75.2,445,0,0,Startup,0,0,0
01:42:17,72.0,68.7,445,0,0,Startup,0,0,0
01:42:18,73.0,71.4,441,0,0,Startup,0,0,0
01:42:19,74.0,65.4,441,0,0,Startup,0,0,0
01:42:20,75.0,61.2,441,0,0,Startup,0,0,0
01:42:21,76.0,66.8,446,0,0,Startup,0,0,0
01:42:22,77.0,64.3,446,0,0,Startup,0,0,0
01:42:23,78.0,57.5,446,0,0,Startup,0,0,0
01:42:24,79.0,47.6,450,0,0,Startup,0,0,0
01:42:25,80.0,63.6,462,0,0,Startup,0,0,0
01:42:26,81.0,65.9,462,0,0,Startup,0,0,0
01:42:27,82.0,71.9,462,0,0,Startup,0,0,0
01:42:28,83.0,82.5,462,0,0,Startup,0,0,0
01:42:29,84.0,52.5,462,0,0,Startup,0,0,0
01:42:30,85.0,57.6,462,0,0,Startup,0,0,0
01:42:31,86.0,63.4,470,0,0,Startup,0,0,0
01:42:32,87.0,56.8,470,0,0,Startup,0,0,0
01:42:33,88.0,59.6,470,0,0,Startup,0,0,0
01:42:34,89.0,52.5,470,0,0,Startup,0,0,0
01:42:35,90.0,45.0,470,0,0,Startup,0,0,0
01:42:36,91.0,54.3,470,0,0,Startup,0,0,0
01:42:37,92.0,59.1,470,0,0,Startup,0,0,0
01:42:38,93.0,64.9,470,0,0,Startup,0,0,0
01:42:39,94.0,52.2,474,0,0,Startup,0,0,0
01:42:40,95.0,70.7,474,0,0,Startup,0,0,0
01:42:41,96.0,78.3,474,0,0,Startup,0,0,0
01:42:42,97.0,61.2,474,0,0,Startup,0,0,0
01:42:43,98.0,66.5,474,0,0,Startup,0,0,0
01:42:44,99.0,66.3,474,0,0,Startup,0,0,0
01:42:45,100.0,55.5,482,0,0,Startup,0,0,0
01:42:46,101.0,45.3,482,0,0,Startup,0,0,0
01:42:47,102.0,45.4,482,0,0,Startup,0,0,0
01:42:48,103.0,71.5,482,0,0,Startup,0,0,0
01:42:49,104.0,32.6,482,0,0,Startup,0,0,0
01:42:50,105.0,70.5,477,0,0,Startup,0,0,0
01:42:51,106.0,52.7,477,0,0,Startup,0,0,0
01:42:52,107.0,64.4,477,0,0,Startup,0,0,0
01:42:53,108.0,52.6,481,0,0,Startup,0,0,0
01:42:54,109.0,63.5,481,0,0,Startup,0,0,0
01:42:55,110.1,52.8,481,0,0,Startup,0,0,0
01:42:56,111.0,27.7,481,0,0,Startup,0,0,0
01:42:57,112.0,61.5,490,0,0,Startup,0,0,0
01:42:58,113.0,57.6,490,0,0,Startup,0,0,0
01:42:59,114.0,57.3,490,0,0,Startup,0,0,0
01:43:00,115.0,35.8,490,0,0,Startup,0,0,0
01:43:01,116.1,34.2,491,0,0,Startup,0,0,0
01:43:02,117.0,40.5,491,0,0,Startup,0,0,0
01:43:03,118.0,35.2,491,0,0,Startup,0,0,0
01:43:04,119.0,67.3,491,0,0,Startup,0,0,0
01:43:05,120.0,55.5,495,0,0,Startup,0,0,0
01:43:06,121.0,47.4,495,0,0,Startup,0,0,0
01:43:07,122.0,50.2,495,0,0,Startup,0,0,0
01:43:08,123.0,49.0,495,0,0,Startup,0,0,0
01:43:09,124.0,68.8,495,0,0,Startup,0,0,0
01:43:10,125.0,70.1,495,0,0,Startup,0,0,0
01:43:11,126.0,63.0,495,0,0,Startup,0,0,0
01:43:12,127.0,51.7,495,0,0,Startup,0,0,0
01:43:13,128.0,50.6,503,0,0,Startup,0,0,0
01:43:14,129.0,35.0,503,0,0,Startup,0,0,0
01:43:15,130.0,45.8,503,0,0,Startup,0,0,0
01:43:16,131.0,47.4,503,0,0,Startup,0,0,0
01:43:17,132.0,45.9,503,0,0,Startup,0,0,0
01:43:18,133.0,40.9,503,0,0,Startup,0,0,0
01:43:19,134.3,23.1,508,0,263,Startup,0,0,0
01:43:20,135.1,43.9,508,0,0,Startup,0,0,0
01:43:21,136.0,35.9,508,0,0,Startup,0,0,0
01:43:22,137.0,25.5,508,0,0,Startup,0,0,0
01:43:24,138.8,23.1,508,0,779,Startup,0,0,0
01:43:24,139.1,73.4,508,0,0,Startup,0,0,0
01:43:25,140.0,31.7,508,0,0,Startup,0,0,0
01:43:26,141.5,26.0,508,0,466,Startup,0,0,0
01:43:27,142.1,33.8,508,0,0,Startup,0,0,0
01:43:28,143.0,47.9,511,0,0,Startup,0,0,0
01:43:29,144.0,37.9,511,0,0,Startup,0,0,0
01:43:30,145.0,19.5,511,0,0,Startup,0,0,0
01:43:31,146.1,35.8,511,0,0,Startup,0,0,0
01:43:32,147.1,22.2,516,0,0,Startup,0,0,0
01:43:33,148.5,56.7,515,0,477,Startup,0,0,0
01:43:35,149.6,42.5,517,0,0,Startup,0,0,0
01:43:35,150.0,68.5,517,0,0,Startup,0,0,0
01:43:36,151.0,42.5,517,0,0,Startup,0,0,0
01:43:37,152.0,43.4,517,0,0,Startup,0,0,0
01:43:38,153.0,49.1,517,0,0,Startup,0,0,0
01:43:39,154.1,45.1,517,0,0,Startup,0,0,0
01:43:40,155.0,36.9,517,0,0,Startup,0,0,0
01:43:41,156.3,47.9,521,0,222,Startup,0,0,0
01:43:42,157.0,50.0,521,0,0,Startup,0,0,0
01:43:43,158.0,70.6,521,0,0,Startup,0,0,0
01:43:44,159.0,69.3,521,0,0,Startup,0,0,0
01:43:45,160.0,65.5,521,0,0,Startup,0,0,0
01:43:46,161.0,60.0,521,0,0,Startup,0,0,0
01:43:47,162.0,47.3,521,0,0,Startup,0,0,0
01:43:48,163.0,30.8,521,0,0,Startup,0,0,0
01:43:49,164.0,49.9,525,0,0,Startup,0,0,0
01:43:50,165.0,67.1,525,0,0,Startup,0,0,0
01:43:51,166.0,73.4,525,0,0,Startup,0,0,0
01:43:52,167.0,49.1,525,0,0,Startup,0,0,0
01:43:53,168.0,55.4,525,0,0,Startup,0,0,0
01:43:54,169.0,66.5,525,0,0,Startup,0,0,0
01:43:55,170.0,63.8,525,0,0,Startup,0,0,0
