Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,Activity,CpuSpikes,MemLeaks,EventStorms
00:43:25,1.1,23.7,87,0,0,Startup,0,0,0
00:43:26,2.0,26.3,104,0,0,Startup,0,0,0
00:43:27,3.0,24.4,117,0,0,Startup,0,0,0
00:43:28,4.0,37.5,128,0,0,Startup,0,0,0
00:43:29,5.0,34.1,133,0,0,Startup,0,0,0
00:43:30,6.0,15.3,135,0,0,Startup,0,0,0
00:43:31,7.0,21.3,137,0,0,Startup,0,0,0
00:43:32,8.0,32.8,141,0,0,Startup,0,0,0
00:43:33,9.0,35.1,143,0,0,Startup,0,0,0
00:43:34,10.0,33.7,145,0,0,Startup,0,0,0
00:43:35,11.0,21.4,146,0,0,Startup,0,0,0
00:43:36,12.0,5.9,146,0,0,Startup,0,0,0
00:43:37,13.0,4.8,146,0,0,Startup,0,0,0
00:43:38,14.0,4.3,147,0,0,Startup,0,0,0
00:43:39,15.0,3.7,147,0,0,Startup,0,0,0
00:43:40,16.0,2.5,147,0,0,Startup,0,0,0
00:43:41,17.0,3.4,148,0,0,Startup,0,0,0
00:43:42,18.0,2.4,148,0,0,Startup,0,0,0
00:43:43,19.0,3.0,148,0,0,Startup,0,0,0
00:43:44,20.0,3.1,148,0,0,Startup,0,0,0
00:43:45,21.0,2.6,149,0,0,Startup,0,0,0
00:43:46,22.0,2.8,149,0,0,Startup,0,0,0
00:43:47,23.0,2.2,149,0,0,Startup,0,0,0
00:43:48,24.0,3.0,150,0,0,Startup,0,0,0
00:43:49,25.0,3.9,150,0,0,Startup,0,0,0
00:43:50,26.0,2.3,150,0,0,Startup,0,0,0
00:43:51,27.0,2.1,150,0,0,Startup,0,0,0
00:43:52,28.0,2.4,151,0,0,Startup,0,0,0
00:43:53,29.0,2.3,151,0,0,Startup,0,0,0
00:43:54,30.0,2.9,151,0,0,Startup,0,0,0
00:43:55,31.0,2.7,151,0,0,Startup,0,0,0
00:43:56,32.0,6.2,152,0,0,Startup,0,0,0
00:43:57,33.0,3.9,152,0,0,Startup,0,0,0
00:43:58,34.0,16.7,154,0,0,Startup,0,0,0
00:43:59,35.0,3.2,154,0,0,Startup,0,0,0
00:44:00,36.0,2.1,154,0,0,Startup,0,0,0
00:44:01,37.0,3.5,155,0,0,Startup,0,0,0
00:44:02,38.0,4.2,155,0,0,Startup,0,0,0
00:44:03,39.0,3.0,155,0,0,Startup,0,0,0
00:44:04,40.0,2.4,156,0,0,Startup,0,0,0
00:44:05,41.0,1.8,156,0,0,Startup,0,0,0
00:44:06,42.0,3.5,158,0,0,Startup,0,0,0
00:44:07,43.0,3.3,158,0,0,Startup,0,0,0
00:44:08,44.0,3.1,158,0,0,Startup,0,0,0
00:44:09,45.0,2.8,158,0,0,Startup,0,0,0
00:44:10,46.0,1.9,158,0,0,Startup,0,0,0
00:44:11,47.0,2.2,158,0,0,Startup,0,0,0
00:44:12,48.0,2.3,158,0,0,Startup,0,0,0
00:44:13,49.0,4.4,158,0,0,Startup,0,0,0
00:44:14,50.0,2.6,158,0,0,Startup,0,0,0
00:44:15,51.0,2.5,158,0,0,Startup,0,0,0
00:44:16,52.0,1.6,158,0,0,Startup,0,0,0
00:44:17,53.0,2.4,158,0,0,Startup,0,0,0
00:44:18,54.0,1.8,158,0,0,Startup,0,0,0
00:44:19,55.0,2.2,158,0,0,Startup,0,0,0
00:44:20,56.0,1.8,158,0,0,Startup,0,0,0
00:44:21,57.0,2.1,159,0,0,Startup,0,0,0
00:44:22,58.0,1.9,159,0,0,Startup,0,0,0
00:44:23,59.0,2.1,159,0,0,Startup,0,0,0
00:44:24,60.0,2.4,159,0,0,Startup,0,0,0
00:44:25,61.0,2.5,159,0,0,Startup,0,0,0
00:44:26,62.0,5.1,160,0,0,Startup,0,0,0
00:44:27,63.0,3.2,160,0,0,Startup,0,0,0
00:44:28,64.0,11.7,161,0,0,Startup,0,0,0
00:44:29,65.0,2.5,161,0,0,Startup,0,0,0
00:44:30,66.0,2.1,161,0,0,Startup,0,0,0
00:44:31,67.0,2.7,161,0,0,Startup,0,0,0
00:44:32,68.0,2.3,161,0,0,Startup,0,0,0
00:44:33,69.0,6.7,162,0,0,Startup,0,0,0
