Timestamp,Elapsed_sec,CPU%,Memory_MB,Events/sec,Freeze_ms,Activity,CpuSpikes,MemLeaks,EventStorms
00:57:25,1.1,28.4,92,0,0,Startup,0,0,0
00:57:26,2.0,31.0,113,0,0,Startup,0,0,0
00:57:27,3.0,27.6,124,0,0,Startup,0,0,0
00:57:28,4.3,42.7,138,0,281,Startup,0,0,0
00:57:29,5.0,24.9,141,0,0,Startup,0,0,0
00:57:30,6.0,32.9,144,0,0,Startup,0,0,0
00:57:31,7.0,35.0,148,0,0,Startup,0,0,0
00:57:32,8.0,27.5,150,0,0,Startup,0,0,0
00:57:33,9.0,31.3,153,0,0,Startup,0,0,0
00:57:34,10.0,18.1,153,0,0,Startup,0,0,0
00:57:35,11.0,3.6,154,0,0,Startup,0,0,0
00:57:36,12.0,6.5,154,0,0,Startup,0,0,0
00:57:37,13.0,1.9,155,0,0,Startup,0,0,0
00:57:38,14.0,2.8,155,0,0,Startup,0,0,0
00:57:39,15.0,2.6,155,0,0,Startup,0,0,0
00:57:40,16.0,3.3,155,0,0,Startup,0,0,0
00:57:41,17.0,3.5,156,0,0,Startup,0,0,0
00:57:42,18.0,3.5,156,0,0,Startup,0,0,0
00:57:43,19.0,3.6,156,0,0,Startup,0,0,0
00:57:44,20.0,3.9,156,0,0,Startup,0,0,0
00:57:45,21.0,3.2,156,0,0,Startup,0,0,0
00:57:46,22.0,3.3,156,0,0,Startup,0,0,0
00:57:47,23.0,3.7,156,0,0,Startup,0,0,0
00:57:48,24.0,4.3,156,0,0,Startup,0,0,0
00:57:49,25.0,3.1,157,0,0,Startup,0,0,0
00:57:50,26.0,3.0,157,0,0,Startup,0,0,0
00:57:51,27.0,2.9,157,0,0,Startup,0,0,0
00:57:52,28.0,1.8,157,0,0,Startup,0,0,0
00:57:53,29.0,2.8,158,0,0,Startup,0,0,0
00:57:54,30.0,2.9,158,0,0,Startup,0,0,0
00:57:55,31.0,6.3,164,0,0,Startup,0,0,0
00:57:56,32.0,18.7,168,0,0,Startup,0,0,0
00:57:57,33.0,7.0,169,0,0,Startup,0,0,0
00:57:58,34.0,14.7,169,0,0,Startup,0,0,0
00:57:59,35.0,1.9,169,0,0,Startup,0,0,0
00:58:00,36.0,2.6,169,0,0,Startup,0,0,0
00:58:01,37.0,4.1,169,0,0,Startup,0,0,0
00:58:02,38.0,2.7,169,0,0,Startup,0,0,0
00:58:03,39.0,3.3,169,0,0,Startup,0,0,0
