symbol,exchange1,exchange2,max_deviation_pct,min_deviation_pct,deviation_asymmetry,zero_crossings,zero_crossings_per_hour,zero_crossings_per_minute,opportunity_cycles_030bp,cycles_030bp_per_hour,pct_time_above_030bp,avg_cycle_duration_030bp_sec,pattern_break_030bp,opportunity_cycles_050bp,cycles_050bp_per_hour,pct_time_above_050bp,avg_cycle_duration_050bp_sec,pattern_break_050bp,opportunity_cycles_040bp,cycles_040bp_per_hour,pct_time_above_040bp,avg_cycle_duration_040bp_sec,pattern_break_040bp,data_points,duration_hours
ETH_USDC,Binance,Bybit,0.09541828292995991,-0.22876685801684893,-0.008778517565294287,5492,3795.3200301309234,63.255333835515394,0,0.0,0.0,0.0,false,0,0.0,0.0,0,false,0,0.0,0.0,0,false,443499,1.4470452969444445
STRK_USDT,Binance,GateIo,0.4412691741962682,-0.2981639378563661,0.01295509913150075,4475,3189.739728987286,53.16232881645477,2,1.4255820017820273,0.05488958372131775,1.3861180987816475,false,0,0.0,0.0,0,false,1,0.7127910008910137,0.006861197965164718,0,false,102023,1.4029357816666668
STRK_USDT,Bybit,GateIo,0.388737129649086,-0.24585447507453617,0.002323004830059403,3705,2715.3672206257515,45.256120343762525,2,1.4657852742919035,0.006909417536101706,0.16969677323291643,false,0,0.0,0.0,0,false,0,0.0,0.0,0,false,28950,1.364456332777778
ASTER_USDT,Bybit,GateIo,0.26879713283058937,-0.4784688995215336,-0.004818350055724773,3388,2482.97124310826,41.38285405180433,2,1.465744535483034,0.005210866393385674,0.12798355076252346,false,0,0.0,0.0,0,false,1,0.732872267741517,0.0017369554644618911,0,false,57631,1.3644942563888889
PIEVERSE_USDT,Bybit,GateIo,0.3279574041206823,-0.5342249894307982,-0.0022073535651484007,3091,2266.4205745130203,37.77367624188367,4,2.9329285985286573,0.023923444976076555,0.29364643229665066,false,1,0.7332321496321643,0.004784688995215311,0,false,1,0.7332321496321643,0.009569377990430622,0,false,20917,1.363824541111111
HYPE_USDT,Bybit,GateIo,0.16759369459085072,-0.31726041994623033,0.011341594378662827,2971,2177.5029379193306,36.29171563198884,1,0.7329191982225952,0.0018552875695732837,0.09112921679035249,false,0,0.0,0.0,0,false,0,0.0,0.0,0,false,53956,1.3644068847222222
RESOLV_USDT,Bybit,GateIo,0.9293426267596105,-1.8631869240599896,0.079004947782697,2866,2100.3992532732136,35.006654221220224,248,181.75122638232972,13.261724420046978,2.6267887629951496,false,52,38.109128112423974,1.594046079543955,1,false,125,91.6084810394807,4.771581642078594,1,false,37904,1.3645024847222222
BTC_USDC,Binance,Bybit,0.11532013503774419,-0.11772605535148584,-0.0019216159922328358,2828,1963.7206324261053,32.728677207101754,0,0.0,0.0,0.0,false,0,0.0,0.0,0,false,0,0.0,0.0,0,false,354380,1.4401233827777777
ZORA_USDT,Bybit,GateIo,0.44933439717800283,-0.31139538798182764,-0.0014851457490425194,2639,1934.0502988459593,32.23417164743265,4,2.9314896534232044,0.10915441711541261,1.34046491058434,false,0,0.0,0.0,0,false,2,1.4657448267116022,0.014553922282055013,0,false,13752,1.3644939852777778
RESOLV_USDT,Binance,GateIo,1.039813928033917,-1.3901253167157512,0.16058859868438172,2700,1919.3973361554024,31.98995560259004,258,183.4090787881829,22.35774730084622,4.388435447952986,true,56,39.80972252766761,3.9334695068573096,3,true,127,90.2827635895319,9.486014423277336,3,true,119945,1.4066915427777777
